disc,distance,value,area,condition,relativedistance,adjreldistance
MAX_hypoxia_1feb_15.oif,222.491,1966.41,231634.459,hypoxia,89.493,58.80137519
MAX_hypoxia_1feb_15.oif,223.734,1962.097,231634.459,hypoxia,90.736,59.61808834
MAX_hypoxia_1feb_15.oif,224.977,1971.605,231634.459,hypoxia,91.979,60.43480148
MAX_hypoxia_1feb_15.oif,226.22,1977.07,231634.459,hypoxia,93.222,61.25151462
MAX_hypoxia_1feb_15.oif,227.463,1963.199,231634.459,hypoxia,94.465,62.06822777
MAX_hypoxia_1feb_15.oif,228.706,1956.475,231634.459,hypoxia,95.708,62.88494091
MAX_hypoxia_1feb_15.oif,229.949,1933.07,231634.459,hypoxia,96.951,63.70165405
MAX_hypoxia_1feb_15.oif,231.192,1914.455,231634.459,hypoxia,98.194,64.5183672
MAX_hypoxia_1feb_15.oif,232.435,1917.178,231634.459,hypoxia,99.437,65.33508034
MAX_hypoxia_1feb_15.oif,233.678,1934.16,231634.459,hypoxia,100.68,66.15179349
MAX_hypoxia_1feb_15.oif,234.921,1906.863,231634.459,hypoxia,101.923,66.96850663
MAX_hypoxia_1feb_15.oif,236.164,1859.596,231634.459,hypoxia,103.166,67.78521977
MAX_hypoxia_1feb_15.oif,237.407,1854.678,231634.459,hypoxia,104.409,68.60193292
MAX_hypoxia_1feb_15.oif,238.65,1850.86,231634.459,hypoxia,105.652,69.41864606
MAX_hypoxia_1feb_15.oif,239.893,1858.859,231634.459,hypoxia,106.895,70.2353592
MAX_hypoxia_1feb_15.oif,241.136,1873.988,231634.459,hypoxia,108.138,71.05207235
MAX_hypoxia_1feb_15.oif,242.379,1864.871,231634.459,hypoxia,109.381,71.86878549
MAX_hypoxia_1feb_15.oif,243.622,1873.461,231634.459,hypoxia,110.624,72.68549863
MAX_hypoxia_1feb_15.oif,244.865,1859.971,231634.459,hypoxia,111.867,73.50221178
MAX_hypoxia_1feb_15.oif,246.108,1833.356,231634.459,hypoxia,113.11,74.31892492
MAX_hypoxia_1feb_15.oif,247.351,1809.426,231634.459,hypoxia,114.353,75.13563807
MAX_hypoxia_1feb_15.oif,248.594,1794.669,231634.459,hypoxia,115.596,75.95235121
MAX_hypoxia_1feb_15.oif,249.837,1811.413,231634.459,hypoxia,116.839,76.76906435
MAX_hypoxia_1feb_15.oif,251.08,1832.991,231634.459,hypoxia,118.082,77.5857775
MAX_hypoxia_1feb_15.oif,252.323,1865.574,231634.459,hypoxia,119.325,78.40249064
MAX_hypoxia_1feb_17.oif,0,1441.75,231136.978,hypoxia,-128.026,-84.20996006
MAX_hypoxia_1feb_17.oif,1.243,1462.806,231136.978,hypoxia,-126.783,-83.39236847
MAX_hypoxia_1feb_17.oif,2.486,1441.546,231136.978,hypoxia,-125.54,-82.57477689
MAX_hypoxia_1feb_17.oif,3.729,1420.294,231136.978,hypoxia,-124.297,-81.7571853
MAX_hypoxia_1feb_17.oif,4.972,1392.825,231136.978,hypoxia,-123.054,-80.93959371
MAX_hypoxia_1feb_17.oif,6.215,1404.903,231136.978,hypoxia,-121.811,-80.12200213
MAX_hypoxia_1feb_17.oif,7.458,1425.769,231136.978,hypoxia,-120.568,-79.30441054
MAX_hypoxia_1feb_17.oif,8.701,1443.564,231136.978,hypoxia,-119.325,-78.48681896
MAX_hypoxia_1feb_17.oif,9.944,1458.302,231136.978,hypoxia,-118.082,-77.66922737
MAX_hypoxia_1feb_17.oif,11.187,1499.075,231136.978,hypoxia,-116.839,-76.85163579
MAX_hypoxia_1feb_17.oif,12.43,1561.542,231136.978,hypoxia,-115.596,-76.0340442
MAX_hypoxia_1feb_17.oif,13.673,1552.553,231136.978,hypoxia,-114.353,-75.21645261
MAX_hypoxia_1feb_17.oif,14.916,1525.252,231136.978,hypoxia,-113.11,-74.39886103
MAX_hypoxia_1feb_17.oif,16.159,1499.937,231136.978,hypoxia,-111.867,-73.58126944
MAX_hypoxia_1feb_17.oif,17.402,1488.12,231136.978,hypoxia,-110.624,-72.76367786
MAX_hypoxia_1feb_17.oif,18.645,1486.473,231136.978,hypoxia,-109.381,-71.94608627
MAX_hypoxia_1feb_17.oif,19.888,1495.974,231136.978,hypoxia,-108.138,-71.12849469
MAX_hypoxia_1feb_17.oif,21.13,1440.125,231136.978,hypoxia,-106.896,-70.31156086
MAX_hypoxia_1feb_17.oif,22.373,1409.149,231136.978,hypoxia,-105.653,-69.49396927
MAX_hypoxia_1feb_17.oif,23.616,1399.194,231136.978,hypoxia,-104.41,-68.67637769
MAX_hypoxia_1feb_17.oif,24.859,1398.12,231136.978,hypoxia,-103.167,-67.8587861
MAX_hypoxia_1feb_17.oif,26.102,1379.441,231136.978,hypoxia,-101.924,-67.04119451
MAX_hypoxia_1feb_17.oif,27.345,1402.659,231136.978,hypoxia,-100.681,-66.22360293
MAX_hypoxia_1feb_17.oif,28.588,1409.625,231136.978,hypoxia,-99.438,-65.40601134
MAX_hypoxia_1feb_17.oif,29.831,1416.232,231136.978,hypoxia,-98.195,-64.58841976
MAX_hypoxia_1feb_17.oif,31.074,1449.742,231136.978,hypoxia,-96.952,-63.77082817
MAX_hypoxia_1feb_17.oif,32.317,1452.433,231136.978,hypoxia,-95.709,-62.95323659
MAX_hypoxia_1feb_17.oif,33.56,1479.887,231136.978,hypoxia,-94.466,-62.135645
MAX_hypoxia_1feb_17.oif,34.803,1508.313,231136.978,hypoxia,-93.223,-61.31805341
MAX_hypoxia_1feb_17.oif,36.046,1524.677,231136.978,hypoxia,-91.98,-60.50046183
MAX_hypoxia_1feb_17.oif,37.289,1566.161,231136.978,hypoxia,-90.737,-59.68287024
MAX_hypoxia_1feb_17.oif,38.532,1563.127,231136.978,hypoxia,-89.494,-58.86527866
MAX_hypoxia_1feb_17.oif,39.775,1591.332,231136.978,hypoxia,-88.251,-58.04768707
MAX_hypoxia_1feb_17.oif,41.018,1602.909,231136.978,hypoxia,-87.008,-57.23009549
MAX_hypoxia_1feb_17.oif,42.261,1644.345,231136.978,hypoxia,-85.765,-56.4125039
MAX_hypoxia_1feb_17.oif,43.504,1688.152,231136.978,hypoxia,-84.522,-55.59491231
MAX_hypoxia_1feb_17.oif,44.747,1710.287,231136.978,hypoxia,-83.279,-54.77732073
MAX_hypoxia_1feb_17.oif,45.99,1708.54,231136.978,hypoxia,-82.036,-53.95972914
MAX_hypoxia_1feb_17.oif,47.233,1736.89,231136.978,hypoxia,-80.793,-53.14213756
MAX_hypoxia_1feb_17.oif,48.476,1751.74,231136.978,hypoxia,-79.55,-52.32454597
MAX_hypoxia_1feb_17.oif,49.719,1771.101,231136.978,hypoxia,-78.307,-51.50695439
MAX_hypoxia_1feb_17.oif,50.962,1791.148,231136.978,hypoxia,-77.064,-50.6893628
MAX_hypoxia_1feb_17.oif,52.205,1817.728,231136.978,hypoxia,-75.821,-49.87177121
MAX_hypoxia_1feb_17.oif,53.448,1845.003,231136.978,hypoxia,-74.578,-49.05417963
MAX_hypoxia_1feb_17.oif,54.691,1850.825,231136.978,hypoxia,-73.335,-48.23658804
MAX_hypoxia_1feb_17.oif,55.934,1860.868,231136.978,hypoxia,-72.092,-47.41899646
MAX_hypoxia_1feb_17.oif,57.177,1859.086,231136.978,hypoxia,-70.849,-46.60140487
MAX_hypoxia_1feb_17.oif,58.42,1866.591,231136.978,hypoxia,-69.606,-45.78381329
MAX_hypoxia_1feb_17.oif,59.662,1884.904,231136.978,hypoxia,-68.364,-44.96687946
MAX_hypoxia_1feb_17.oif,60.905,1896.734,231136.978,hypoxia,-67.121,-44.14928787
MAX_hypoxia_1feb_17.oif,62.148,1940.067,231136.978,hypoxia,-65.878,-43.33169629
MAX_hypoxia_1feb_17.oif,63.391,1932.432,231136.978,hypoxia,-64.635,-42.5141047
MAX_hypoxia_1feb_17.oif,64.634,1945.899,231136.978,hypoxia,-63.392,-41.69651311
MAX_hypoxia_1feb_17.oif,65.877,1964.355,231136.978,hypoxia,-62.149,-40.87892153
MAX_hypoxia_1feb_17.oif,67.12,1961.971,231136.978,hypoxia,-60.906,-40.06132994
MAX_hypoxia_1feb_17.oif,68.363,1960.365,231136.978,hypoxia,-59.663,-39.24373836
MAX_hypoxia_1feb_17.oif,69.606,1971.685,231136.978,hypoxia,-58.42,-38.42614677
MAX_hypoxia_1feb_17.oif,70.849,1977.582,231136.978,hypoxia,-57.177,-37.60855519
MAX_hypoxia_1feb_17.oif,72.092,1980.281,231136.978,hypoxia,-55.934,-36.7909636
MAX_hypoxia_1feb_17.oif,73.335,2018.828,231136.978,hypoxia,-54.691,-35.97337201
MAX_hypoxia_1feb_17.oif,74.578,2030.07,231136.978,hypoxia,-53.448,-35.15578043
MAX_hypoxia_1feb_17.oif,75.821,2038.401,231136.978,hypoxia,-52.205,-34.33818884
MAX_hypoxia_1feb_17.oif,77.064,2089.313,231136.978,hypoxia,-50.962,-33.52059726
MAX_hypoxia_1feb_17.oif,78.307,2118.15,231136.978,hypoxia,-49.719,-32.70300567
MAX_hypoxia_1feb_17.oif,79.55,2149.264,231136.978,hypoxia,-48.476,-31.88541409
MAX_hypoxia_1feb_17.oif,80.793,2185.122,231136.978,hypoxia,-47.233,-31.0678225
MAX_hypoxia_1feb_17.oif,82.036,2216.771,231136.978,hypoxia,-45.99,-30.25023091
MAX_hypoxia_1feb_17.oif,83.279,2243.045,231136.978,hypoxia,-44.747,-29.43263933
MAX_hypoxia_1feb_17.oif,84.522,2228.482,231136.978,hypoxia,-43.504,-28.61504774
MAX_hypoxia_1feb_17.oif,85.765,2226.622,231136.978,hypoxia,-42.261,-27.79745616
MAX_hypoxia_1feb_17.oif,87.008,2240.1,231136.978,hypoxia,-41.018,-26.97986457
MAX_hypoxia_1feb_17.oif,88.251,2305.654,231136.978,hypoxia,-39.775,-26.16227299
MAX_hypoxia_1feb_17.oif,89.494,2318.511,231136.978,hypoxia,-38.532,-25.3446814
MAX_hypoxia_1feb_17.oif,90.737,2310.543,231136.978,hypoxia,-37.289,-24.52708981
MAX_hypoxia_1feb_17.oif,91.98,2358.609,231136.978,hypoxia,-36.046,-23.70949823
MAX_hypoxia_1feb_17.oif,93.223,2372.007,231136.978,hypoxia,-34.803,-22.89190664
MAX_hypoxia_1feb_17.oif,94.466,2387.384,231136.978,hypoxia,-33.56,-22.07431506
MAX_hypoxia_1feb_17.oif,95.709,2382.06,231136.978,hypoxia,-32.317,-21.25672347
MAX_hypoxia_1feb_17.oif,96.952,2401.286,231136.978,hypoxia,-31.074,-20.43913189
MAX_hypoxia_1feb_17.oif,98.195,2398.898,231136.978,hypoxia,-29.831,-19.6215403
MAX_hypoxia_1feb_17.oif,99.438,2375.731,231136.978,hypoxia,-28.588,-18.80394871
MAX_hypoxia_1feb_17.oif,100.68,2389.985,231136.978,hypoxia,-27.346,-17.98701489
MAX_hypoxia_1feb_17.oif,101.923,2436.154,231136.978,hypoxia,-26.103,-17.1694233
MAX_hypoxia_1feb_17.oif,103.166,2472.87,231136.978,hypoxia,-24.86,-16.35183171
MAX_hypoxia_1feb_17.oif,104.409,2496.176,231136.978,hypoxia,-23.617,-15.53424013
MAX_hypoxia_1feb_17.oif,105.652,2514.669,231136.978,hypoxia,-22.374,-14.71664854
MAX_hypoxia_1feb_17.oif,106.895,2489.881,231136.978,hypoxia,-21.131,-13.89905696
MAX_hypoxia_1feb_17.oif,108.138,2506.904,231136.978,hypoxia,-19.888,-13.08146537
MAX_hypoxia_1feb_17.oif,109.381,2563.962,231136.978,hypoxia,-18.645,-12.26387379
MAX_hypoxia_1feb_17.oif,110.624,2614.335,231136.978,hypoxia,-17.402,-11.4462822
MAX_hypoxia_1feb_17.oif,111.867,2649.47,231136.978,hypoxia,-16.159,-10.62869061
MAX_hypoxia_1feb_17.oif,113.11,2708.52,231136.978,hypoxia,-14.916,-9.811099028
MAX_hypoxia_1feb_17.oif,114.353,2745.298,231136.978,hypoxia,-13.673,-8.993507443
MAX_hypoxia_1feb_17.oif,115.596,2767.407,231136.978,hypoxia,-12.43,-8.175915857
MAX_hypoxia_1feb_17.oif,116.839,2777.85,231136.978,hypoxia,-11.187,-7.358324271
MAX_hypoxia_1feb_17.oif,118.082,2822.654,231136.978,hypoxia,-9.944,-6.540732686
MAX_hypoxia_1feb_17.oif,119.325,2801.769,231136.978,hypoxia,-8.701,-5.7231411
MAX_hypoxia_1feb_17.oif,120.568,2798.179,231136.978,hypoxia,-7.458,-4.905549514
MAX_hypoxia_1feb_17.oif,121.811,2837.758,231136.978,hypoxia,-6.215,-4.087957929
MAX_hypoxia_1feb_17.oif,123.054,2866.639,231136.978,hypoxia,-4.972,-3.270366343
MAX_hypoxia_1feb_17.oif,124.297,2889.158,231136.978,hypoxia,-3.729,-2.452774757
MAX_hypoxia_1feb_17.oif,125.54,2883.367,231136.978,hypoxia,-2.486,-1.635183171
MAX_hypoxia_1feb_17.oif,126.783,2894.534,231136.978,hypoxia,-1.243,-0.8175915857
MAX_hypoxia_1feb_17.oif,128.026,2920.318,231136.978,hypoxia,0,0
MAX_hypoxia_1feb_17.oif,129.269,2883.358,231136.978,hypoxia,1.243,0.8175915857
MAX_hypoxia_1feb_17.oif,130.512,2800.23,231136.978,hypoxia,2.486,1.635183171
MAX_hypoxia_1feb_17.oif,131.755,2752.576,231136.978,hypoxia,3.729,2.452774757
MAX_hypoxia_1feb_17.oif,132.998,2770.141,231136.978,hypoxia,4.972,3.270366343
MAX_hypoxia_1feb_17.oif,134.241,2805.69,231136.978,hypoxia,6.215,4.087957929
MAX_hypoxia_1feb_17.oif,135.484,2768.78,231136.978,hypoxia,7.458,4.905549514
MAX_hypoxia_1feb_17.oif,136.727,2728.803,231136.978,hypoxia,8.701,5.7231411
MAX_hypoxia_1feb_17.oif,137.97,2782,231136.978,hypoxia,9.944,6.540732686
MAX_hypoxia_1feb_17.oif,139.212,2754.171,231136.978,hypoxia,11.186,7.357666515
MAX_hypoxia_1feb_17.oif,140.455,2611.938,231136.978,hypoxia,12.429,8.1752581
MAX_hypoxia_1feb_17.oif,141.698,2491.734,231136.978,hypoxia,13.672,8.992849686
MAX_hypoxia_1feb_17.oif,142.941,2434.351,231136.978,hypoxia,14.915,9.810441272
MAX_hypoxia_1feb_17.oif,144.184,2412.684,231136.978,hypoxia,16.158,10.62803286
MAX_hypoxia_1feb_17.oif,145.427,2391.46,231136.978,hypoxia,17.401,11.44562444
MAX_hypoxia_1feb_17.oif,146.67,2347.646,231136.978,hypoxia,18.644,12.26321603
MAX_hypoxia_1feb_17.oif,147.913,2288.237,231136.978,hypoxia,19.887,13.08080761
MAX_hypoxia_1feb_17.oif,149.156,2249.959,231136.978,hypoxia,21.13,13.8983992
MAX_hypoxia_1feb_17.oif,150.399,2218.366,231136.978,hypoxia,22.373,14.71599079
MAX_hypoxia_1feb_17.oif,151.642,2191.607,231136.978,hypoxia,23.616,15.53358237
MAX_hypoxia_1feb_17.oif,152.885,2191.266,231136.978,hypoxia,24.859,16.35117396
MAX_hypoxia_1feb_17.oif,154.128,2175.322,231136.978,hypoxia,26.102,17.16876554
MAX_hypoxia_1feb_17.oif,155.371,2177.607,231136.978,hypoxia,27.345,17.98635713
MAX_hypoxia_1feb_17.oif,156.614,2163.154,231136.978,hypoxia,28.588,18.80394871
MAX_hypoxia_1feb_17.oif,157.857,2161.082,231136.978,hypoxia,29.831,19.6215403
MAX_hypoxia_1feb_17.oif,159.1,2202.879,231136.978,hypoxia,31.074,20.43913189
MAX_hypoxia_1feb_17.oif,160.343,2257.869,231136.978,hypoxia,32.317,21.25672347
MAX_hypoxia_1feb_17.oif,161.586,2281.303,231136.978,hypoxia,33.56,22.07431506
MAX_hypoxia_1feb_17.oif,162.829,2277.013,231136.978,hypoxia,34.803,22.89190664
MAX_hypoxia_1feb_17.oif,164.072,2242.29,231136.978,hypoxia,36.046,23.70949823
MAX_hypoxia_1feb_17.oif,165.315,2217.961,231136.978,hypoxia,37.289,24.52708981
MAX_hypoxia_1feb_17.oif,166.558,2204.147,231136.978,hypoxia,38.532,25.3446814
MAX_hypoxia_1feb_17.oif,167.801,2192.05,231136.978,hypoxia,39.775,26.16227299
MAX_hypoxia_1feb_17.oif,169.044,2170.459,231136.978,hypoxia,41.018,26.97986457
MAX_hypoxia_1feb_17.oif,170.287,2157.491,231136.978,hypoxia,42.261,27.79745616
MAX_hypoxia_1feb_17.oif,171.53,2140.073,231136.978,hypoxia,43.504,28.61504774
MAX_hypoxia_1feb_17.oif,172.773,2180.594,231136.978,hypoxia,44.747,29.43263933
MAX_hypoxia_1feb_17.oif,174.016,2166.908,231136.978,hypoxia,45.99,30.25023091
MAX_hypoxia_1feb_17.oif,175.259,2158.896,231136.978,hypoxia,47.233,31.0678225
MAX_hypoxia_1feb_17.oif,176.502,2174.753,231136.978,hypoxia,48.476,31.88541409
MAX_hypoxia_1feb_17.oif,177.745,2166.615,231136.978,hypoxia,49.719,32.70300567
MAX_hypoxia_1feb_17.oif,178.988,2164.545,231136.978,hypoxia,50.962,33.52059726
MAX_hypoxia_1feb_17.oif,180.23,2160.318,231136.978,hypoxia,52.204,34.33753109
MAX_hypoxia_1feb_17.oif,181.473,2161.025,231136.978,hypoxia,53.447,35.15512267
MAX_hypoxia_1feb_17.oif,182.716,2156.208,231136.978,hypoxia,54.69,35.97271426
MAX_hypoxia_1feb_17.oif,183.959,2176.024,231136.978,hypoxia,55.933,36.79030584
MAX_hypoxia_1feb_17.oif,185.202,2174.953,231136.978,hypoxia,57.176,37.60789743
MAX_hypoxia_1feb_17.oif,186.445,2164.406,231136.978,hypoxia,58.419,38.42548901
MAX_hypoxia_1feb_17.oif,187.688,2188.153,231136.978,hypoxia,59.662,39.2430806
MAX_hypoxia_1feb_17.oif,188.931,2171.357,231136.978,hypoxia,60.905,40.06067219
MAX_hypoxia_1feb_17.oif,190.174,2154.931,231136.978,hypoxia,62.148,40.87826377
MAX_hypoxia_1feb_17.oif,191.417,2125.588,231136.978,hypoxia,63.391,41.69585536
MAX_hypoxia_1feb_17.oif,192.66,2092.816,231136.978,hypoxia,64.634,42.51344694
MAX_hypoxia_1feb_17.oif,193.903,2103.046,231136.978,hypoxia,65.877,43.33103853
MAX_hypoxia_1feb_17.oif,195.146,2143.262,231136.978,hypoxia,67.12,44.14863011
MAX_hypoxia_1feb_17.oif,196.389,2146.39,231136.978,hypoxia,68.363,44.9662217
MAX_hypoxia_1feb_17.oif,197.632,2152.771,231136.978,hypoxia,69.606,45.78381329
MAX_hypoxia_1feb_17.oif,198.875,2142.011,231136.978,hypoxia,70.849,46.60140487
MAX_hypoxia_1feb_17.oif,200.118,2104.949,231136.978,hypoxia,72.092,47.41899646
MAX_hypoxia_1feb_17.oif,201.361,2122.043,231136.978,hypoxia,73.335,48.23658804
MAX_hypoxia_1feb_17.oif,202.604,2122.769,231136.978,hypoxia,74.578,49.05417963
MAX_hypoxia_1feb_17.oif,203.847,2122.16,231136.978,hypoxia,75.821,49.87177121
MAX_hypoxia_1feb_17.oif,205.09,2102.637,231136.978,hypoxia,77.064,50.6893628
MAX_hypoxia_1feb_17.oif,206.333,2090.587,231136.978,hypoxia,78.307,51.50695439
MAX_hypoxia_1feb_17.oif,207.576,2074.401,231136.978,hypoxia,79.55,52.32454597
MAX_hypoxia_1feb_17.oif,208.819,2097.299,231136.978,hypoxia,80.793,53.14213756
MAX_hypoxia_1feb_17.oif,210.062,2030.763,231136.978,hypoxia,82.036,53.95972914
MAX_hypoxia_1feb_17.oif,211.305,2022.911,231136.978,hypoxia,83.279,54.77732073
MAX_hypoxia_1feb_17.oif,212.548,2012.917,231136.978,hypoxia,84.522,55.59491231
MAX_hypoxia_1feb_17.oif,213.791,1986.461,231136.978,hypoxia,85.765,56.4125039
MAX_hypoxia_1feb_17.oif,215.034,1966.336,231136.978,hypoxia,87.008,57.23009549
MAX_hypoxia_1feb_17.oif,216.277,1945.018,231136.978,hypoxia,88.251,58.04768707
MAX_hypoxia_1feb_17.oif,217.52,1934.818,231136.978,hypoxia,89.494,58.86527866
MAX_hypoxia_1feb_17.oif,218.762,1929.349,231136.978,hypoxia,90.736,59.68221249
MAX_hypoxia_1feb_17.oif,220.005,1912.156,231136.978,hypoxia,91.979,60.49980407
MAX_hypoxia_1feb_17.oif,221.248,1910.921,231136.978,hypoxia,93.222,61.31739566
MAX_hypoxia_1feb_17.oif,222.491,1920.118,231136.978,hypoxia,94.465,62.13498724
MAX_hypoxia_1feb_17.oif,223.734,1909.488,231136.978,hypoxia,95.708,62.95257883
MAX_hypoxia_1feb_17.oif,224.977,1869.191,231136.978,hypoxia,96.951,63.77017041
MAX_hypoxia_1feb_17.oif,226.22,1860.277,231136.978,hypoxia,98.194,64.587762
MAX_hypoxia_1feb_17.oif,227.463,1896.39,231136.978,hypoxia,99.437,65.40535359
MAX_hypoxia_1feb_17.oif,228.706,1876.834,231136.978,hypoxia,100.68,66.22294517
MAX_hypoxia_1feb_17.oif,229.949,1871.528,231136.978,hypoxia,101.923,67.04053676
MAX_hypoxia_1feb_17.oif,231.192,1859.943,231136.978,hypoxia,103.166,67.85812834
MAX_hypoxia_1feb_17.oif,232.435,1846.103,231136.978,hypoxia,104.409,68.67571993
MAX_hypoxia_1feb_17.oif,233.678,1825.58,231136.978,hypoxia,105.652,69.49331151
MAX_hypoxia_1feb_17.oif,234.921,1835.239,231136.978,hypoxia,106.895,70.3109031
MAX_hypoxia_1feb_17.oif,236.164,1830.468,231136.978,hypoxia,108.138,71.12849469
MAX_hypoxia_1feb_17.oif,237.407,1840.402,231136.978,hypoxia,109.381,71.94608627
MAX_hypoxia_1feb_17.oif,238.65,1794.496,231136.978,hypoxia,110.624,72.76367786
MAX_hypoxia_1feb_17.oif,239.893,1782.822,231136.978,hypoxia,111.867,73.58126944
MAX_hypoxia_1feb_17.oif,241.136,1792.086,231136.978,hypoxia,113.11,74.39886103
MAX_hypoxia_1feb_17.oif,242.379,1789.765,231136.978,hypoxia,114.353,75.21645261
MAX_hypoxia_1feb_17.oif,243.622,1773.551,231136.978,hypoxia,115.596,76.0340442
MAX_hypoxia_1feb_17.oif,244.865,1746.076,231136.978,hypoxia,116.839,76.85163579
MAX_hypoxia_1feb_17.oif,246.108,1771.762,231136.978,hypoxia,118.082,77.66922737
MAX_hypoxia_1feb_17.oif,247.351,1809.747,231136.978,hypoxia,119.325,78.48681896
MAX_hypoxia_1feb_19.oif,0,1301.608,169095.565,hypoxia,-104.409,-80.29191712
MAX_hypoxia_1feb_19.oif,1.243,1268.34,169095.565,hypoxia,-103.166,-79.3360335
MAX_hypoxia_1feb_19.oif,2.486,1245.114,169095.565,hypoxia,-101.923,-78.38014988
MAX_hypoxia_1feb_19.oif,3.729,1225.11,169095.565,hypoxia,-100.68,-77.42426626
MAX_hypoxia_1feb_19.oif,4.972,1265.148,169095.565,hypoxia,-99.437,-76.46838264
MAX_hypoxia_1feb_19.oif,6.215,1303.57,169095.565,hypoxia,-98.194,-75.51249902
MAX_hypoxia_1feb_19.oif,7.458,1340.302,169095.565,hypoxia,-96.951,-74.5566154
MAX_hypoxia_1feb_19.oif,8.701,1401.493,169095.565,hypoxia,-95.708,-73.60073178
MAX_hypoxia_1feb_19.oif,9.944,1442.818,169095.565,hypoxia,-94.465,-72.64484815
MAX_hypoxia_1feb_19.oif,11.187,1446.38,169095.565,hypoxia,-93.222,-71.68896453
MAX_hypoxia_1feb_19.oif,12.43,1469.373,169095.565,hypoxia,-91.979,-70.73308091
MAX_hypoxia_1feb_19.oif,13.673,1455.176,169095.565,hypoxia,-90.736,-69.77719729
MAX_hypoxia_1feb_19.oif,14.916,1450.997,169095.565,hypoxia,-89.493,-68.82131367
MAX_hypoxia_1feb_19.oif,16.159,1457.582,169095.565,hypoxia,-88.25,-67.86543005
MAX_hypoxia_1feb_19.oif,17.402,1436.623,169095.565,hypoxia,-87.007,-66.90954643
MAX_hypoxia_1feb_19.oif,18.645,1421.242,169095.565,hypoxia,-85.764,-65.95366281
MAX_hypoxia_1feb_19.oif,19.888,1378.552,169095.565,hypoxia,-84.521,-64.99777919
MAX_hypoxia_1feb_19.oif,21.13,1355.07,169095.565,hypoxia,-83.279,-64.04266458
MAX_hypoxia_1feb_19.oif,22.373,1350.358,169095.565,hypoxia,-82.036,-63.08678096
MAX_hypoxia_1feb_19.oif,23.616,1365.512,169095.565,hypoxia,-80.793,-62.13089734
MAX_hypoxia_1feb_19.oif,24.859,1387.199,169095.565,hypoxia,-79.55,-61.17501372
MAX_hypoxia_1feb_19.oif,26.102,1411.526,169095.565,hypoxia,-78.307,-60.2191301
MAX_hypoxia_1feb_19.oif,27.345,1447.143,169095.565,hypoxia,-77.064,-59.26324647
MAX_hypoxia_1feb_19.oif,28.588,1486.286,169095.565,hypoxia,-75.821,-58.30736285
MAX_hypoxia_1feb_19.oif,29.831,1508.558,169095.565,hypoxia,-74.578,-57.35147923
MAX_hypoxia_1feb_19.oif,31.074,1532.959,169095.565,hypoxia,-73.335,-56.39559561
MAX_hypoxia_1feb_19.oif,32.317,1568.16,169095.565,hypoxia,-72.092,-55.43971199
MAX_hypoxia_1feb_19.oif,33.56,1603.198,169095.565,hypoxia,-70.849,-54.48382837
MAX_hypoxia_1feb_19.oif,34.803,1647.959,169095.565,hypoxia,-69.606,-53.52794475
MAX_hypoxia_1feb_19.oif,36.046,1678.185,169095.565,hypoxia,-68.363,-52.57206113
MAX_hypoxia_1feb_19.oif,37.289,1724.25,169095.565,hypoxia,-67.12,-51.61617751
MAX_hypoxia_1feb_19.oif,38.532,1755.566,169095.565,hypoxia,-65.877,-50.66029389
MAX_hypoxia_1feb_19.oif,39.775,1787.743,169095.565,hypoxia,-64.634,-49.70441026
MAX_hypoxia_1feb_19.oif,41.018,1845.372,169095.565,hypoxia,-63.391,-48.74852664
MAX_hypoxia_1feb_19.oif,42.261,1870.932,169095.565,hypoxia,-62.148,-47.79264302
MAX_hypoxia_1feb_19.oif,43.504,1911.873,169095.565,hypoxia,-60.905,-46.8367594
MAX_hypoxia_1feb_19.oif,44.747,1927.089,169095.565,hypoxia,-59.662,-45.88087578
MAX_hypoxia_1feb_19.oif,45.99,1928.972,169095.565,hypoxia,-58.419,-44.92499216
MAX_hypoxia_1feb_19.oif,47.233,1957.507,169095.565,hypoxia,-57.176,-43.96910854
MAX_hypoxia_1feb_19.oif,48.476,1947.076,169095.565,hypoxia,-55.933,-43.01322492
MAX_hypoxia_1feb_19.oif,49.719,1946.035,169095.565,hypoxia,-54.69,-42.0573413
MAX_hypoxia_1feb_19.oif,50.962,1950.714,169095.565,hypoxia,-53.447,-41.10145768
MAX_hypoxia_1feb_19.oif,52.205,1952.691,169095.565,hypoxia,-52.204,-40.14557405
MAX_hypoxia_1feb_19.oif,53.448,1972.79,169095.565,hypoxia,-50.961,-39.18969043
MAX_hypoxia_1feb_19.oif,54.691,1998.835,169095.565,hypoxia,-49.718,-38.23380681
MAX_hypoxia_1feb_19.oif,55.934,2034.499,169095.565,hypoxia,-48.475,-37.27792319
MAX_hypoxia_1feb_19.oif,57.177,2082.72,169095.565,hypoxia,-47.232,-36.32203957
MAX_hypoxia_1feb_19.oif,58.42,2143.18,169095.565,hypoxia,-45.989,-35.36615595
MAX_hypoxia_1feb_19.oif,59.662,2181.896,169095.565,hypoxia,-44.747,-34.41104134
MAX_hypoxia_1feb_19.oif,60.905,2204.874,169095.565,hypoxia,-43.504,-33.45515772
MAX_hypoxia_1feb_19.oif,62.148,2258.608,169095.565,hypoxia,-42.261,-32.4992741
MAX_hypoxia_1feb_19.oif,63.391,2286.348,169095.565,hypoxia,-41.018,-31.54339048
MAX_hypoxia_1feb_19.oif,64.634,2354.033,169095.565,hypoxia,-39.775,-30.58750686
MAX_hypoxia_1feb_19.oif,65.877,2329.864,169095.565,hypoxia,-38.532,-29.63162324
